Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);0.999999999999999;0.48100213514237;0.624160423656783;0.463911919558792;0.0765941537076648;0.284197170274707;0.249350932191036;0.183831336704503;-0.00985942770643227;0.182146160739549;0.0807271256420706;0.244202439619326;0.111890217623509;0.166464854866133;0.476121151188896;-0.210212077568134;0.165426777972556;0.108323601174632;0.300133854884442;0.325759700844153;0.295840654330351;0.390752973702333;0.0392503176169304;0.179870842343597;0.285982797723814;
Retrosplenial area (R);0.48100213514237;1;0.240603769801119;0.709764902433316;-0.20756299577685;0.27580448286415;0.0967425020757011;0.159292161469886;0.0519381229708723;0.099418363941564;0.0359979635377213;0.205280949871483;0.142566720935757;0.292721505037384;0.392370750596416;0.0735300667293672;0.11316238496226;-0.00574728737428823;0.247697606822929;0.293428674534466;0.298887846301273;0.286357248171238;0.0117853863998773;0.173623057332487;0.155194406788562;
Visual areas (L);0.624160423656783;0.240603769801119;1;0.238787367202484;-0.299786152845709;-0.0306566845334045;-0.0841232743357987;0.0131889546489077;-0.0988521506466067;0.0302458679031654;-0.0920304963352435;-0.0110211458863548;0.0146442710678071;0.00751957562590003;0.205762448998129;-0.159335072021445;-0.0722201517259071;-0.0987799915236812;-0.269335207527054;0.123960765692819;0.289571730848734;0.160259444796678;-0.0705707942938031;0.0250655271042837;0.151792661471191;
Visual areas (R);0.463911919558792;0.709764902433316;0.238787367202484;1;-0.325336479727001;0.344268362141342;-0.140029049403919;-0.0796394621343747;0.0162731256688474;-0.0511951414018589;-0.101205642669454;-0.0110162741445956;-0.0715506885140441;0.160045013526844;0.165050457609618;-0.18100295893598;-0.192072118356751;-0.320856576033237;-0.0069456783411959;0.119224549771454;0.36429364522248;0.0400425970844516;0.0888680843216432;-0.0466823632009055;0.211223079234403;
Posterior parietal association areas (L);0.0765941537076648;-0.20756299577685;-0.299786152845709;-0.325336479727001;1;0.109984750784566;0.353091320180297;0.153918763660019;0.0903071284268935;0.193412916867005;0.156626047307827;0.136190544912425;-0.119687878786338;-0.100321227611505;0.404808258908308;-0.0752509798270865;0.327512957169734;0.498744920217268;0.517488460684235;0.220165333281228;-0.181246315401693;0.249198230770244;0.108097599350072;0.282462986590472;0.0699715970963837;
Posterior parietal association areas (R);0.284197170274707;0.27580448286415;-0.0306566845334045;0.344268362141342;0.109984750784566;1;0.398693759823539;0.277640345108163;0.184479192260292;0.212804235284033;0.146058127452736;0.346201365043108;-0.0138138537957724;0.0399113068080953;0.236970109516053;0.25700644812409;0.140186582628202;0.200570170807057;0.364525970668028;0.433095372255488;0.134263879560227;0.13211342718126;0.111482302743147;0.264001828449908;0.134945281936215;
Auditory areas (L);0.249350932191036;0.0967425020757011;-0.0841232743357987;-0.140029049403919;0.353091320180297;0.398693759823539;1;0.658644492958059;0.0611981192215315;0.333618120219368;0.35113949289375;0.519014821461379;0.285938842340534;0.284733743188815;0.415959817344153;0.259869035245004;0.550269378174967;0.601885866592833;0.648865887595194;0.459333994733766;-0.0788122711943766;0.251099878268183;0.0297862297708138;0.459560081194943;0.0240773040308835;
Auditory areas (R);0.183831336704503;0.159292161469886;0.0131889546489077;-0.0796394621343747;0.153918763660019;0.277640345108163;0.658644492958059;1;0.000686173597574119;0.404009450824384;0.256829893983536;0.516236883326878;0.366081115155323;0.389797682783093;0.314606181331253;0.337441663317878;0.559936976113009;0.550849040642811;0.453844089830375;0.488441327442769;-0.0704339002568188;0.146735228731577;-0.0531873279474565;0.46458218532274;0.0420412152100463;
Temporal association areas (L);-0.00985942770643227;0.0519381229708723;-0.0988521506466067;0.0162731256688474;0.0903071284268935;0.184479192260292;0.0611981192215315;0.000686173597574119;1;0.0812025270055824;0.0830630919423199;0.0179287466450939;-0.071959980329518;-0.138255486312866;0.219475887946467;0.120198912767925;0.163001064578922;0.0566493299468939;0.179276059756615;0.127259517875587;0.0922711164448405;0.0872791689194885;0.0284595399389085;-0.0539346614571505;-0.00896304574192931;
Temporal association areas (R);0.182146160739549;0.099418363941564;0.0302458679031654;-0.0511951414018589;0.193412916867005;0.212804235284033;0.333618120219368;0.404009450824384;0.0812025270055824;1;0.284116813524097;0.378964760810316;-0.136414601522335;0.0773553660368355;0.296523512009887;0.135812830566256;0.438742555752184;0.527127688281332;0.409531156383744;0.448666135594916;0.0962137512853649;0.195044241499944;0.152653960623239;0.392566604515453;0.182532848276935;
Entorhinal area (L);0.0807271256420706;0.0359979635377213;-0.0920304963352435;-0.101205642669454;0.156626047307827;0.146058127452736;0.35113949289375;0.256829893983536;0.0830630919423199;0.284116813524097;1;0.472123658965619;-0.0879235529407492;0.174958679866627;0.272018704531859;0.309875927417467;0.265616489963163;0.269473007531957;0.407974120830632;0.344308117487007;-0.0726314049193327;-0.0239433484584644;0.163328454894805;0.169774690875919;0.0189759639365323;
Entorhinal area (R);0.244202439619326;0.205280949871483;-0.0110211458863548;-0.0110162741445956;0.136190544912425;0.346201365043108;0.519014821461379;0.516236883326878;0.0179287466450939;0.378964760810316;0.472123658965619;1;0.145664700167013;0.239461341134196;0.379537599728521;0.340413969211632;0.446752104013005;0.41929201216506;0.520525791477087;0.333842088796325;-0.0960044030028505;0.250910181220603;0.185239037540279;0.315814288815704;0.110490449631521;
Olfactory areas (L);0.111890217623509;0.142566720935757;0.0146442710678071;-0.0715506885140441;-0.119687878786338;-0.0138138537957724;0.285938842340534;0.366081115155323;-0.071959980329518;-0.136414601522335;-0.0879235529407492;0.145664700167013;1;0.114228599601071;0.00281625731488546;0.0741212721762714;0.184127285836949;0.106429701279302;0.112023191972917;0.0400412651695302;-0.0900079665820342;0.0962758358869545;-0.058155648212476;0.0808740593551109;0.0112816011315169;
Olfactory areas (R);0.166464854866133;0.292721505037384;0.00751957562590003;0.160045013526844;-0.100321227611505;0.0399113068080953;0.284733743188815;0.389797682783093;-0.138255486312866;0.0773553660368355;0.174958679866627;0.239461341134196;0.114228599601071;1;0.0869351305112987;0.106537413523738;0.209716144396241;0.175129259052557;0.305862942376401;0.158819565954057;0.142245013813379;0.0691286442008209;0.0489198606184381;0.265217138670364;-0.119325981621646;
Dentate gyrus (L);0.476121151188896;0.392370750596416;0.205762448998129;0.165050457609618;0.404808258908308;0.236970109516053;0.415959817344153;0.314606181331253;0.219475887946467;0.296523512009887;0.272018704531859;0.379537599728521;0.00281625731488546;0.0869351305112987;1;0.11395204746702;0.436324438157115;0.333055626063957;0.504737634907821;0.484788890370377;0.0682191626918387;0.401054451672538;0.14434110299019;0.269586397592243;0.124174120090939;
Dentate gyrus (R);-0.210212077568134;0.0735300667293672;-0.159335072021445;-0.18100295893598;-0.0752509798270865;0.25700644812409;0.259869035245004;0.337441663317878;0.120198912767925;0.135812830566256;0.309875927417467;0.340413969211632;0.0741212721762714;0.106537413523738;0.11395204746702;1;0.179819791245568;0.174824702749319;0.18791525573124;0.41281014127306;-0.0701859646443413;-0.0604030956621317;0.212530415601326;0.215396041799718;-0.0378469209497957;
Subiculum (L);0.165426777972556;0.11316238496226;-0.0722201517259071;-0.192072118356751;0.327512957169734;0.140186582628202;0.550269378174967;0.559936976113009;0.163001064578922;0.438742555752184;0.265616489963163;0.446752104013005;0.184127285836949;0.209716144396241;0.436324438157115;0.179819791245568;1;0.552358688542501;0.5283163615022;0.421253516725497;-0.0339770395472819;0.292057713877713;-0.121850600818536;0.306932021871121;-0.109443234340245;
Subiculum (R);0.108323601174632;-0.00574728737428823;-0.0987799915236812;-0.320856576033237;0.498744920217268;0.200570170807057;0.601885866592833;0.550849040642811;0.0566493299468939;0.527127688281332;0.269473007531957;0.41929201216506;0.106429701279302;0.175129259052557;0.333055626063957;0.174824702749319;0.552358688542501;1;0.489874993949369;0.473970231689038;-0.0869389076485448;0.271465931317981;-0.101288597380499;0.445855737799085;-0.0034353926927605;
Dorsal hippocampus (L);0.300133854884442;0.247697606822929;-0.269335207527054;-0.0069456783411959;0.517488460684235;0.364525970668028;0.648865887595194;0.453844089830375;0.179276059756615;0.409531156383744;0.407974120830632;0.520525791477087;0.112023191972917;0.305862942376401;0.504737634907821;0.18791525573124;0.5283163615022;0.489874993949369;1;0.473210858227684;0.0498201713637073;0.276995974294864;0.200268747923286;0.377802482949826;0.0421430759218638;
Dorsal hippocampus (R);0.325759700844153;0.293428674534466;0.123960765692819;0.119224549771454;0.220165333281228;0.433095372255488;0.459333994733766;0.488441327442769;0.127259517875587;0.448666135594916;0.344308117487007;0.333842088796325;0.0400412651695302;0.158819565954057;0.484788890370377;0.41281014127306;0.421253516725497;0.473970231689038;0.473210858227684;1;0.0771055002439837;0.207610277796932;0.0809581382487981;0.501264098964453;-0.0150701813760027;
Ventral hippocampus (L);0.295840654330351;0.298887846301273;0.289571730848734;0.36429364522248;-0.181246315401693;0.134263879560227;-0.0788122711943766;-0.0704339002568188;0.0922711164448405;0.0962137512853649;-0.0726314049193327;-0.0960044030028505;-0.0900079665820342;0.142245013813379;0.0682191626918387;-0.0701859646443413;-0.0339770395472819;-0.0869389076485448;0.0498201713637073;0.0771055002439837;1;-0.0350225426364916;0.0688396306655531;0.00142864720011899;0.0865736394459968;
Ventral hippocampus (R);0.390752973702333;0.286357248171238;0.160259444796678;0.0400425970844516;0.249198230770244;0.13211342718126;0.251099878268183;0.146735228731577;0.0872791689194885;0.195044241499944;-0.0239433484584644;0.250910181220603;0.0962758358869545;0.0691286442008209;0.401054451672538;-0.0604030956621317;0.292057713877713;0.271465931317981;0.276995974294864;0.207610277796932;-0.0350225426364916;1;-0.0321698506262235;0.111452435605341;0.0194204412881376;
Substantia nigra, reticular part (L);0.0392503176169304;0.0117853863998773;-0.0705707942938031;0.0888680843216432;0.108097599350072;0.111482302743147;0.0297862297708138;-0.0531873279474565;0.0284595399389085;0.152653960623239;0.163328454894805;0.185239037540279;-0.058155648212476;0.0489198606184381;0.14434110299019;0.212530415601326;-0.121850600818536;-0.101288597380499;0.200268747923286;0.0809581382487981;0.0688396306655531;-0.0321698506262235;1;-0.0223365434655363;0.151319312928891;
Substantia nigra, reticular part (R);0.179870842343597;0.173623057332487;0.0250655271042837;-0.0466823632009055;0.282462986590472;0.264001828449908;0.459560081194943;0.46458218532274;-0.0539346614571505;0.392566604515453;0.169774690875919;0.315814288815704;0.0808740593551109;0.265217138670364;0.269586397592243;0.215396041799718;0.306932021871121;0.445855737799085;0.377802482949826;0.501264098964453;0.00142864720011899;0.111452435605341;-0.0223365434655363;1;-0.0127698294218225;
Substantia nigra, compact part (L);0.285982797723814;0.155194406788562;0.151792661471191;0.211223079234403;0.0699715970963837;0.134945281936215;0.0240773040308835;0.0420412152100463;-0.00896304574192931;0.182532848276935;0.0189759639365323;0.110490449631521;0.0112816011315169;-0.119325981621646;0.124174120090939;-0.0378469209497957;-0.109443234340245;-0.0034353926927605;0.0421430759218638;-0.0150701813760027;0.0865736394459968;0.0194204412881376;0.151319312928891;-0.0127698294218225;1;
Substantia nigra, compact part (R);;;;;;;;;;;;;;;;;;;;;;;;;;
