Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.955195851530891;0.561462126294228;0.403706882554694;0.258161565863577;0.860953059806319;0.718908202084247;0.500179130830488;0.74651532145363;0.289074717158067;0.194413903300286;0.387832022378729;0.0795004997087839;0.49585463916321;0.179598521508326;0.171906324677009;0.598317151655625;0.572692760055172;0.81231120786062;0.785131934095722;0.565380632276158;0.699543960921758;-0.517482609712581;-0.403689225895263;-0.336904151014486;-0.357588297914783
Retrosplenial area (R);0.955195851530891;1;0.623275514708486;0.403742014884706;0.322511347767994;0.885404460574844;0.750188539471281;0.505029328918853;0.754683128524585;0.246622762378159;0.144211322749313;0.369951664628725;0.0125451405524362;0.440194833256685;0.0927971878249736;0.0835171433419864;0.547930017871564;0.525701783675193;0.794198256176446;0.756235849077646;0.511270792760514;0.655281438715855;-0.581779715241802;-0.48040999098506;-0.406199414264402;-0.389457049513558
Visual areas (L);0.561462126294228;0.623275514708486;1;0.298529893760243;0.835311855758964;0.618496109932506;0.639065580561569;0.4791249115258;0.498477330009561;0.0441953987762196;-0.108229758652726;0.19233879796808;-0.201631976797496;0.274297928532328;-0.145539009634292;-0.214091301903978;0.0380239540074883;0.138395288150169;0.384265145421342;0.312126527039943;0.072377077368845;0.191004164293397;-0.607797706407077;-0.525571316222488;-0.385430081640111;-0.304468276464117
Visual areas (R);0.403706882554694;0.403742014884706;0.298529893760243;0.999999999999999;0.19845370583699;0.457431831307201;0.195659280332634;-0.103927010676994;0.304587341740704;0.0123286707473793;0.00625335307743576;0.161005103379318;0.131250423759752;0.41697700151237;0.255347186597451;0.0943846973197779;0.386246884234731;0.021877403965799;0.501494489694414;0.251376014128417;0.216913419405041;0.189882160070142;-0.137123117596385;-0.327826013170805;-0.152376033775185;-0.253883957800458
Posterior parietal association areas (L);0.258161565863577;0.322511347767994;0.835311855758964;0.19845370583699;1;0.273206609805055;0.298080811704471;0.273054592280449;0.274493960919393;-0.123664721184746;-0.132961450375457;0.0343941615027811;-0.25933355510192;0.146614926698854;-0.187941502225955;-0.245742804258403;-0.165338001826761;-0.037825174041997;0.103766696748886;0.052296833831659;-0.102767162642673;-0.0700887300672698;-0.451585656832093;-0.318225556236312;-0.225312841259323;-0.220154538091096
Posterior parietal association areas (R);0.860953059806319;0.885404460574844;0.618496109932506;0.457431831307201;0.273206609805055;1;0.779614593479778;0.466033618436088;0.647808701137608;0.179838611759646;0.0997312889895179;0.303709351290736;-0.0404299706147972;0.419190288845419;-0.0230388373037616;-0.095973919003743;0.434957487886198;0.454949752541202;0.679415783566842;0.639659517143422;0.356673990128781;0.525944492509943;-0.554243765613754;-0.578802052994323;-0.440785012388358;-0.416859622503403
Auditory areas (L);0.718908202084247;0.750188539471281;0.639065580561569;0.195659280332634;0.298080811704471;0.779614593479778;1;0.728392284429693;0.59301291645963;0.244118260457797;0.0653800278389196;0.310114048670191;-0.0828909003866018;0.233239298502343;-0.0424202956610572;-0.0725399076206292;0.306963856692428;0.408798572830615;0.545704282127517;0.52835517196808;0.300161100245288;0.491770996053646;-0.514846011645812;-0.520050317004344;-0.345758553417201;-0.295040986427177
Auditory areas (R);0.500179130830488;0.505029328918853;0.4791249115258;-0.103927010676994;0.273054592280449;0.466033618436088;0.728392284429693;1;0.417979272420408;0.326925562601194;0.133370683758826;0.327706727496798;-0.029915438441352;0.0290418467839343;0.0234608428764626;0.0646842787999222;0.251237631878506;0.341470470351568;0.371573847530846;0.415191872479535;0.288278612728584;0.477806199385903;-0.310751200641268;-0.16828128160287;-0.190805937131418;-0.154950967893808
Temporal association areas (L);0.74651532145363;0.754683128524585;0.498477330009561;0.304587341740704;0.274493960919393;0.647808701137608;0.59301291645963;0.417979272420408;1;0.212869275983991;0.113675914426677;0.254090673260901;0.0397467725939575;0.304697193776099;0.0673370001702919;0.0677740590844107;0.384960078173576;0.374767917955531;0.570304037048172;0.531725246769905;0.384804283720589;0.432407243079026;-0.451576545630307;-0.350665555412222;-0.307821180420029;-0.273007875674664
Temporal association areas (R);0.289074717158067;0.246622762378159;0.0441953987762196;0.0123286707473793;-0.123664721184746;0.179838611759646;0.244118260457797;0.326925562601194;0.212869275983991;1;0.336631180755916;0.533657134574075;0.338597560658155;0.284866426944088;0.413565155244626;0.426002949512968;0.428964777084813;0.434646593710494;0.424324212096271;0.468291297894199;0.538584941441164;0.587622264454167;0.0556210074609676;0.0933176595416708;0.0302736439304529;-0.00961578048504251
