Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.690428072923128;0.677902318360965;0.260787390033428;0.40731706370354;0.273147209614617;0.630581824074674;0.69936119736326;0.351523790141536;0.474366312829668;0.319112749362578;0.245806214223829;0.561115049716668;0.568554539122785;0.77094316964105;0.819285544132524;0.876233177222049;0.797203291202291;0.862846880967958;0.740156660125516;0.633405896328435;0.706041025039634;0.663722961050123;0.736749547199755;0.465913139579885;0.320269487180561
Retrosplenial area (R);0.690428072923128;1;0.407902834799166;0.728360766799158;0.280771880476252;0.688550414853868;0.633034792828407;0.294965994313627;0.288425036761973;0.22489909602666;0.290651086093405;-0.0436837779295679;0.385903200550829;0.674760870454854;0.844833993337528;0.819088150750569;0.735727664719814;0.668813814533048;0.530278514367342;0.715134762577974;0.644686204113954;0.733981591753605;0.693053761032815;0.755903359931116;0.350521166093176;0.191062739171984
Visual areas (L);0.677902318360965;0.407902834799166;1;0.102694534111425;0.571099811667752;0.124863209396708;0.63339437383355;0.741812429217961;0.334449187230406;0.330598282937209;0.322422327566332;0.298932510602832;0.510225352020364;0.50302701428988;0.594020910023223;0.549227304590989;0.652388660337592;0.5941510453729;0.744251541389177;0.679371061050126;0.590916179875221;0.561616914987976;0.551686929199278;0.59574936971587;0.477230088402947;0.386334941455162
Visual areas (R);0.260787390033428;0.728360766799158;0.102694534111425;1;0.0169837882235069;0.972080907727296;0.318758998807356;-0.186227858879817;0.0905608046505294;-0.104400021463756;0.214918479233507;-0.301312756873199;0.129370936887995;0.504425589217882;0.639374828250734;0.519167791214516;0.385512015866438;0.378455981438502;0.0986053070024228;0.52842919924363;0.348757771161693;0.555430770718833;0.558350931901899;0.581943575310446;0.0734276438091563;-0.083050761481032
Posterior parietal association areas (L);0.40731706370354;0.280771880476252;0.571099811667752;0.0169837882235069;1;0.00175002126625741;0.472050934871757;0.492820216689526;0.440126182784658;0.367736920701136;0.292335731754674;0.277278380449022;0.42370366556465;0.30862047829667;0.412725134397178;0.288006403405789;0.388068864262901;0.329193091074584;0.49128879910007;0.387014631243602;0.48935671101598;0.388926220064453;0.331459783750734;0.440065950838762;0.440522964945536;0.363028804793142
Posterior parietal association areas (R);0.273147209614617;0.688550414853868;0.124863209396708;0.972080907727296;0.00175002126625741;1;0.295354968292975;-0.150932198685726;0.0751692620579649;-0.12987619185444;0.20708414948624;-0.244229190309277;0.0966923539915122;0.501573528032924;0.618549351715813;0.506252816333619;0.376115689138729;0.403539737561663;0.131018763387042;0.566957242296983;0.32773251022919;0.550133774619389;0.564100443618932;0.578944471154024;0.0980214695199641;-0.0761481412720956
Auditory areas (L);0.630581824074674;0.633034792828407;0.63339437383355;0.318758998807356;0.472050934871757;0.295354968292975;1;0.581314573714623;0.398755083736573;0.369230374188612;0.349039841574242;0.234547617294374;0.468931822728695;0.635359076495104;0.668722143823311;0.568879537491452;0.650157776972982;0.507526121313192;0.630243948935062;0.614361804403637;0.59808266935696;0.64348981322496;0.656020500174456;0.695273814081151;0.454338109384748;0.299954829882886
Auditory areas (R);0.69936119736326;0.294965994313627;0.741812429217961;-0.186227858879817;0.492820216689526;-0.150932198685726;0.581314573714623;1;0.343349081799071;0.408531952926772;0.175711417316669;0.41654884489815;0.548825360419978;0.364597963124314;0.496545150659571;0.519298243971848;0.635263926385638;0.532160074632842;0.831969898475302;0.59973160766765;0.552936445883046;0.46855349207758;0.4898713442711;0.509638223275821;0.59376736511127;0.539913462564793
Temporal association areas (L);0.351523790141536;0.288425036761973;0.334449187230406;0.0905608046505294;0.440126182784658;0.0751692620579649;0.398755083736573;0.343349081799071;1;0.380251795266105;0.22279851316982;0.181368167123653;0.386602591766671;0.271716133993035;0.403926981449597;0.349474122935562;0.386629725061057;0.320242015387818;0.44431070993908;0.335943945613802;0.404152156602223;0.358382263507983;0.356198740942635;0.414636102442241;0.411478940683413;0.384852669584291
Temporal association areas (R);0.474366312829668;0.22489909602666;0.330598282937209;-0.104400021463756;0.367736920701136;-0.12987619185444;0.369230374188612;0.408531952926772;0.380251795266105;1;0.241601585682999;0.326669101035999;0.338553184599649;0.205260176316388;0.297301572076595;0.292681410701777;0.417623967910923;0.375874046849129;0.517035670579111;0.256438048657875;0.396008560331183;0.244923755756415;0.297229724394452;0.364876673839957;0.331300288434952;0.330627367285904
