Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.948703838649852;0.661899403284555;0.934394833599796;0.415068029385428;0.93135235305566;0.898524515211736;0.861770310627046;0.2324696125829;0.886398281725953;0.398196219523843;0.879459434189244;0.451610761179296;0.677104637348178;0.956616829891275;0.949307120168172;0.971532506466042;0.953829897502163;0.964110176278327;0.940784695821243;0.921843342689826;0.946574224685706;0.780254055277767;0.799691397006307;0.903246039464368;0.870544250458088
Retrosplenial area (R);0.948703838649852;1;0.751990251013269;0.851511780849107;0.591928781656211;0.85972943401338;0.934613254311124;0.93368187964061;0.250717432081152;0.891768084348942;0.470874898037176;0.838223383063232;0.587268270594005;0.722181432201677;0.983409720866565;0.97801932327918;0.943661342252931;0.928717197326206;0.914967991840673;0.873113212438378;0.85306905302526;0.883732140667399;0.819216730782405;0.836740576252441;0.879888371856514;0.840345476176882
Visual areas (L);0.661899403284555;0.751990251013269;0.999999999999999;0.480921404676653;0.873199796362308;0.495769595676325;0.835240685532069;0.863567794847401;0.320737899639998;0.618418908117617;0.536657118925658;0.52734297281999;0.762075809029835;0.639602506062896;0.703384858932619;0.702563504795676;0.600595355988717;0.551036453172973;0.549918723813713;0.488541431500764;0.514707046045084;0.498973610488492;0.636331276910714;0.645045349084367;0.550755086803268;0.553471881684009
Visual areas (R);0.934394833599796;0.851511780849107;0.480921404676653;1;0.216175373388268;0.968512034267796;0.783240873002933;0.733913650607381;0.230302496713739;0.804765728821252;0.342229282984474;0.812140814222743;0.306501541708537;0.509253026771189;0.861790458466226;0.862614555195341;0.93599194519344;0.929613745691934;0.971192392698817;0.987045179636758;0.949668718276689;0.972788833016086;0.649760582842469;0.659136153622448;0.868025590714695;0.838959041662647
Posterior parietal association areas (L);0.415068029385428;0.591928781656211;0.873199796362308;0.216175373388268;1;0.23426574985722;0.683367238676652;0.757647580911139;0.23627305487542;0.447005200581579;0.531048513501304;0.322619954922689;0.860023267585018;0.576263151030874;0.535302426722536;0.534157340239127;0.380087704810831;0.337351115127999;0.302749546033554;0.2232557086703;0.264389122068517;0.243570109227439;0.542434029818092;0.535567909907786;0.338398962707469;0.335034660475801
Posterior parietal association areas (R);0.93135235305566;0.85972943401338;0.495769595676325;0.968512034267796;0.23426574985722;1;0.78696660426951;0.758140901211237;0.234848717265111;0.801506392258184;0.343864830182593;0.809817318777016;0.319770370132959;0.517239813395753;0.86685133071729;0.865495021502945;0.930879074444121;0.915476441240292;0.961026707717399;0.970014235805207;0.930168088430671;0.954079547535768;0.657989174825661;0.666673767144256;0.869503907328385;0.835074051931695
Auditory areas (L);0.898524515211736;0.934613254311124;0.835240685532069;0.783240873002933;0.683367238676652;0.78696660426951;1;0.957341699171008;0.337659948363411;0.874555815700024;0.566830400224903;0.823783317611831;0.700433175079644;0.799045703574415;0.935947665557083;0.932508787932383;0.876369794485645;0.85795158592089;0.844376246418775;0.795016569940124;0.827778055875238;0.824098787796595;0.86422141064173;0.870390175406195;0.856328667188889;0.849936797720236
Auditory areas (R);0.861770310627046;0.93368187964061;0.863567794847401;0.733913650607381;0.757647580911139;0.758140901211237;0.957341699171008;1;0.291239196352381;0.842575165729005;0.572440763313245;0.764511262389275;0.747967489005987;0.755421172687161;0.912443458207117;0.921390398742582;0.841935138894499;0.812709816886572;0.808943272638447;0.753424886798599;0.770150016134331;0.771382630955009;0.839388405149148;0.837632720213933;0.807760421116599;0.793240418416987
Temporal association areas (L);0.2324696125829;0.250717432081152;0.320737899639998;0.230302496713739;0.23627305487542;0.234848717265111;0.337659948363411;0.291239196352381;1;0.204416089613313;0.275084246211501;0.131986933686254;0.286917651509214;0.189366582352851;0.256461062575794;0.245449758252789;0.200281359431629;0.203009117020146;0.223620068018596;0.217994022049571;0.281785780056139;0.222064146204109;0.221075403597279;0.218699425723061;0.243517972317552;0.283216766182801
Temporal association areas (R);0.886398281725953;0.891768084348942;0.618418908117617;0.804765728821252;0.447005200581579;0.801506392258184;0.874555815700024;0.842575165729005;0.204416089613313;1;0.402520417636428;0.903711488681036;0.488395235407659;0.794518780642594;0.912531118791012;0.905155428863509;0.898785685550466;0.893925737817888;0.862038575542707;0.821988322421663;0.842703231752943;0.857757863531815;0.857700619231043;0.872408233106583;0.864932128974563;0.857242344044522
