Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.294049671792968;0.59589272427361;0.304907578293945;0.575554533236168;0.0702697976222724;0.288947177490517;0.315464679032067;0.0367409942295514;0.191110987396589;0.0586094998779373;-0.0326877052598566;0.187751605797312;0.29362191558789;0.04271042009205;0.141462976406759;-0.193364250142182;0.320418979342088;-0.0106134775642981;0.465344943351433;0.425288788609886;0.500684877520515;0.488070170437147;0.344894159844568;0.0252832895291828;0.158644419246008
Retrosplenial area (R);0.294049671792968;1;0.17573440978493;0.707755554031668;0.175539472070904;0.241047078346683;0.366202106545909;0.419943142410314;0.152788376938404;0.147820826492501;0.120814783284698;0.158577114498286;0.204068876409973;0.203148622495316;0.00484761192631043;0.329985145518864;0.00881498211063795;0.101819764953503;-0.0134216457085905;0.263261226082705;0.282786221492813;0.222751632967551;0.128653652962636;0.158017146668745;0.0575720965921868;0.0103495651079953
Visual areas (L);0.59589272427361;0.17573440978493;1;0.493862426548892;0.995380135936187;-0.0656759897686431;0.0878491075898221;0.206498852286893;-0.171715099439559;0.240813128470037;-0.395039037612032;-0.176006955927162;-0.0168286903205378;0.472882935269344;-0.340115455246418;-0.214818587402954;-0.7064291974581;0.180704758395768;-0.5127966802231;0.253561338827741;0.345318299381139;0.561450133313867;0.693359283739579;0.38352151449745;-0.00728334376999861;0.339207264238773
Visual areas (R);0.304907578293945;0.707755554031668;0.493862426548892;1;0.506448467972705;0.329064650817439;0.290440591218471;0.42695395735969;0.0483791416417954;0.248335377267564;-0.10793976984557;0.141067775492235;0.0967720874353351;0.300411765238517;-0.285196513669769;0.122874456884266;-0.378315344436159;0.0510408321575834;-0.314248967430853;0.205816150048312;0.286972054533366;0.38281331843436;0.35774601175922;0.153649169339183;-0.081973356211592;0.102795261479664
Posterior parietal association areas (L);0.575554533236168;0.175539472070904;0.995380135936187;0.506448467972705;1;-0.0714571387789577;0.0813854779871273;0.207397414789366;-0.188681137305156;0.239336971890633;-0.412293882684722;-0.171580750057939;-0.0177029572331013;0.471980747943642;-0.345409995168408;-0.209989082115869;-0.713107656052468;0.178428330015366;-0.525243434422482;0.248299059086775;0.33861544884035;0.559655344018083;0.695838365619373;0.381319261282334;-0.00969455967988509;0.333814287363252
Posterior parietal association areas (R);0.0702697976222724;0.241047078346683;-0.0656759897686431;0.329064650817439;-0.0714571387789577;1;0.224660135261965;0.21241922452503;0.127085210471539;0.0901662304456192;0.126671743954518;0.188609745124745;0.153011842333282;0.124913880260841;0.0845275619361862;0.181768307998572;0.145199915062967;-0.0748966712919374;0.252975843586947;0.168640612538483;0.0723003695614643;0.105470266424414;0.0362006377855607;-0.0243540322176051;-0.188430992507106;-0.0942986041421187
Auditory areas (L);0.288947177490517;0.366202106545909;0.0878491075898221;0.290440591218471;0.0813854779871273;0.224660135261965;1;0.363096707140556;0.15855973219967;0.0964155930523267;0.164091977147096;0.0915557926883987;0.183108214161008;0.177919794815554;-0.0589473673029794;0.231918670883795;0.00557733146035675;-0.0485386238728436;0.0666650791537583;0.26528822728432;0.159469169298448;0.189707707187373;0.0701671864581944;0.156338570353276;0.0882836738606963;-0.00834584715472054
Auditory areas (R);0.315464679032067;0.419943142410314;0.206498852286893;0.42695395735969;0.207397414789366;0.21241922452503;0.363096707140556;1;0.23274673023106;0.281510531380304;0.174266004901737;0.0855726821329072;0.222627509066459;0.13402488762276;0.0195329526692424;0.302877758235446;-0.062465334598749;0.169911767176979;0.00586854561447305;0.420515478225384;0.195394767173928;0.277378377985456;0.197219348021138;0.253640104026309;0.0782474743491174;0.196154192617114
Temporal association areas (L);0.0367409942295514;0.152788376938404;-0.171715099439559;0.0483791416417954;-0.188681137305156;0.127085210471539;0.15855973219967;0.23274673023106;1;0.0429070188486346;0.127796611606301;0.0659463957165531;0.138257514906009;-0.0944006597469314;0.0982476883326903;0.258895397244729;0.118089868213036;-0.00460292385887933;0.114797177584977;0.172064473143252;0.0982122907588452;-0.112813320351625;-0.0135837602793882;-0.0205842650836481;-0.0128920971830399;0.0674696606029251
Temporal association areas (R);0.191110987396589;0.147820826492501;0.240813128470037;0.248335377267564;0.239336971890633;0.0901662304456192;0.0964155930523267;0.281510531380304;0.0429070188486346;1;0.0202222229898681;0.0438670837727214;0.194135676046195;0.00106194632945013;-0.00507815679499711;0.0421147140834506;-0.122164786202992;0.177927945225287;-0.0640813335172413;0.154868233791952;0.144791427011164;0.111813456194528;0.249969339262187;0.0940847655730331;0.0738813714421848;0.198145418841197
