Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.448546983893315;0.610089325408981;0.240642191047705;0.310219499042995;0.216554917167681;0.453314076698496;0.163692046570272;0.433377927364566;0.191486901863843;-0.00996251745374081;0.543439024486653;0.280646015043444;0.45878752201338;0.567933732490922;0.383582916669221;0.199798589754957;0.563340321778665;0.451980908367631;0.373372891582384;0.348168969667826;0.430027293953089;0.294599955815676;0.404281086315196;0.10897551768432;-0.110207471186886
Retrosplenial area (R);0.448546983893315;1;-0.0713552405540864;0.489872340491626;-0.0247464924941378;0.20955575895132;0.509006800148041;0.452035438827781;0.302557967634559;0.294562843544188;0.245289269007629;0.439631769805671;0.570264449740676;0.313962915458494;0.650966626352566;0.755105520755835;0.702227451875232;0.665700395245743;0.584328879770428;0.751494564416174;0.526725664042988;0.632926085719689;0.223846260713526;0.326080420659618;-0.00422014454275665;0.0655778043443445
Visual areas (L);0.610089325408981;-0.0713552405540864;1;-0.176432070285849;0.575600902611194;0.0613378303178303;0.343304972384249;-0.183366534495058;0.360514651634832;0.0760723110324348;-0.197945491720121;0.389576753643386;0.0523912661643457;0.34344548924298;0.235827530190615;-0.0701538204716006;-0.160381808709031;0.208385075547888;0.12771778396444;-0.0150330677395662;0.0615098013181867;0.159599984729131;0.159533528674451;0.269057005167377;0.0707416381133106;-0.117422308654781
Visual areas (R);0.240642191047705;0.489872340491626;-0.176432070285849;1;-0.1190577052165;0.190169868112083;0.455547653364358;0.58869120663892;0.245792053168434;0.219430660651002;-0.0110256261903113;0.304383660282597;0.597475987516101;0.259975541151627;0.307683657332252;0.498872538457161;0.47833078939252;0.427412022619678;0.527057843014129;0.489884891762596;0.632716028177999;0.517136586502192;0.421453004849774;0.225957161319171;0.277977438596927;-0.0957467719313515
Posterior parietal association areas (L);0.310219499042995;-0.0247464924941378;0.575600902611194;-0.1190577052165;1;-0.0327099955601832;0.356333909210778;-0.24490119585508;0.313761001612644;0.110177880168678;-0.140200902343391;0.0258023393062556;0.007461254481058;0.131867407642685;0.172339222000232;0.0796781094517402;-0.00264675693243354;0.130047793638107;0.0193411908471098;0.043411156987849;-0.100670783395225;-0.0564665186413616;-0.0111896460936721;0.459812405957996;-0.0596442924005022;-0.10859912800982
Posterior parietal association areas (R);0.216554917167681;0.20955575895132;0.0613378303178303;0.190169868112083;-0.0327099955601832;1;-0.0778425573759187;0.248637783606956;0.0677028540537371;0.16015640259061;0.223905285233819;0.194480022940498;0.20931925685741;-0.0152179694392483;0.174640730088469;0.10978226174375;0.307320276588544;0.310267046432725;0.157223234449656;0.213648517405946;0.119135964236642;0.251773467189596;-0.0919951899059385;-0.0844372263071377;0.0330620357588452;-0.101707296584779
Auditory areas (L);0.453314076698496;0.509006800148041;0.343304972384249;0.455547653364358;0.356333909210778;-0.0778425573759187;1;0.294429405884027;0.576184246889683;-0.00266626386628203;-0.187812056011681;0.312628690693878;0.506664808276644;0.369733065180324;0.446475465237299;0.456549593335212;0.439676182126042;0.434010524479111;0.523715186460719;0.434735495580197;0.402664374268905;0.332267443359102;0.472382356180818;0.568870640226698;0.0673069890681798;-0.0523531522928624
Auditory areas (R);0.163692046570272;0.452035438827781;-0.183366534495058;0.58869120663892;-0.24490119585508;0.248637783606956;0.294429405884027;1;0.111531531281843;0.152244867532884;0.133518152540671;0.291629253503959;0.556633487889499;0.32081237011817;0.331968291226675;0.358501866339065;0.480661535529703;0.260397700466778;0.426701706930966;0.431611223447174;0.529889377323435;0.487036617123676;0.19454141701358;0.16982962156982;0.145652460163407;0.0724586386416226
Temporal association areas (L);0.433377927364566;0.302557967634559;0.360514651634832;0.245792053168434;0.313761001612644;0.0677028540537371;0.576184246889683;0.111531531281843;1;0.0131811799156828;-0.0620599880194671;0.315981857377573;0.219347299358305;0.215598495756499;0.26356613336171;0.264557808151395;0.202070293159816;0.411702056197064;0.202646819699984;0.211307549117037;0.247197284727147;0.201967617948705;0.253027981201003;0.36803290724846;-0.10949782395728;-0.1035857849453
Temporal association areas (R);0.191486901863843;0.294562843544188;0.0760723110324348;0.219430660651002;0.110177880168678;0.16015640259061;-0.00266626386628203;0.152244867532884;0.0131811799156828;1;0.0919597079902314;0.352517792875216;0.199838607756297;0.164101935315009;0.176212352054309;0.11892234609373;0.239418751155702;0.292733082365378;0.224237492346301;0.340508046840757;0.24325497762711;0.357318182213694;0.0904147946824564;0.0141404808167639;0.0402961359950776;0.257376127702661
Entorhinal area (L);-0.00996251745374081;0.245289269007629;-0.197945491720121;-0.0110256261903113;-0.140200902343391;0.223905285233819;-0.187812056011681;0.133518152540671;-0.0620599880194671;0.0919597079902314;1;-0.0153979366790083;0.154170575320778;-0.0561826812456172;0.11311119606958;0.067366313521907;0.085219293257304;0.180278956068172;-0.142700242058839;0.189855455651821;-0.0347222873769565;0.146804236700302;-0.174504357788577;-0.237187853873862;-0.298013078527714;0.00157304512231307
Entorhinal area (R);0.543439024486653;0.439631769805671;0.389576753643386;0.304383660282597;0.0258023393062556;0.194480022940498;0.312628690693878;0.291629253503959;0.315981857377573;0.352517792875216;-0.0153979366790083;1;0.363615415481295;0.428173028166613;0.505542236676986;0.388346317509854;0.361622962360943;0.557044254743384;0.574013201199039;0.510401110074066;0.580429083341247;0.731985179337677;0.325782162937123;0.134801323562707;0.0776807172973385;-0.000770313118576585
Olfactory areas (L);0.280646015043444;0.570264449740676;0.0523912661643457;0.597475987516101;0.007461254481058;0.20931925685741;0.506664808276644;0.556633487889499;0.219347299358305;0.199838607756297;0.154170575320778;0.363615415481295;1;0.30065603750911;0.517876018875543;0.570592353051506;0.512941525527166;0.420011181386585;0.515896783297555;0.576404685232529;0.568571665999398;0.616573757284451;0.244514524386673;0.276322582569985;0.179179013494778;-0.211239715493043
Olfactory areas (R);0.45878752201338;0.313962915458494;0.34344548924298;0.259975541151627;0.131867407642685;-0.0152179694392483;0.369733065180324;0.32081237011817;0.215598495756499;0.164101935315009;-0.0561826812456172;0.428173028166613;0.30065603750911;1;0.441224335134877;0.263873815400612;0.396173082629341;0.348460340347885;0.440988350877445;0.319854609245159;0.462124412011576;0.342442956255008;0.328045696092287;0.321135884619063;0.221470265339171;0.169682445299036
Dentate gyrus (L);0.567933732490922;0.650966626352566;0.235827530190615;0.307683657332252;0.172339222000232;0.174640730088469;0.446475465237299;0.331968291226675;0.26356613336171;0.176212352054309;0.11311119606958;0.505542236676986;0.517876018875543;0.441224335134877;1;0.69351272288766;0.475661901989991;0.61377285913118;0.64316244237275;0.657439980370397;0.61752802466595;0.636470938310553;0.240321716480153;0.472936871253122;0.0121622892537204;0.0689939801222257
Dentate gyrus (R);0.383582916669221;0.755105520755835;-0.0701538204716006;0.498872538457161;0.0796781094517402;0.10978226174375;0.456549593335212;0.358501866339065;0.264557808151395;0.11892234609373;0.067366313521907;0.388346317509854;0.570592353051506;0.263873815400612;0.69351272288766;1;0.664082808550081;0.594867957205432;0.588609228289073;0.776185272130422;0.604064842457089;0.611363439085028;0.364864753904524;0.440943486304732;0.0674290908720158;-0.0131396354901466
Subiculum (L);0.199798589754957;0.702227451875232;-0.160381808709031;0.47833078939252;-0.00264675693243354;0.307320276588544;0.439676182126042;0.480661535529703;0.202070293159816;0.239418751155702;0.085219293257304;0.361622962360943;0.512941525527166;0.396173082629341;0.475661901989991;0.664082808550081;0.999999999999999;0.472525908587149;0.591390709477421;0.648265653705342;0.599258675799998;0.566382214351902;0.414502126080837;0.360231258768143;0.00157881955064031;0.13607983881454
