Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.920340801836946;0.471810470558637;0.801849634299443;0.655572552838578;0.700978462846626;0.501438223453803;0.63855215486405;0.0361657533212425;0.165553797667782;-0.0411922098949255;0.201595822211232;0.756001401440383;0.775713207734832;0.843565845388909;0.839424884120507;0.757891874280081;0.726589727529844;0.866218101806694;0.872380283213067;0.653933503698093;0.729178607599247;0.714098240936292;0.522397917685552;0.488023817589872;0.403957850077779
Retrosplenial area (R);0.920340801836946;1;0.374034211216879;0.836257562281739;0.610440478579404;0.766122524224556;0.492916942714591;0.650092573172754;-0.0110152408654768;0.132287598396508;-0.0977047427535911;0.136457144391795;0.782542644916175;0.745286730493501;0.85670761942639;0.863582255949615;0.775684528219202;0.763548786582764;0.879816801690555;0.88066430226644;0.641962196298321;0.710523025911875;0.631583235035932;0.524886427793443;0.513691408938478;0.446737728853601
Visual areas (L);0.471810470558637;0.374034211216879;1;0.313810151080592;0.651890121987092;0.0918446645784006;0.240979655542766;0.166499865000529;0.0449366819478544;0.0423801746938322;0.11947841394366;0.0771266303837586;0.359318320813682;0.369794614136404;0.229925873211675;0.250239288869416;0.178182001782677;0.121627878505263;0.284794619873102;0.279823176603636;0.177796068395547;0.293765801231777;0.349593455301864;0.132412371385594;0.152168842392957;0.261736239531686
Visual areas (R);0.801849634299443;0.836257562281739;0.313810151080592;1;0.713377439277333;0.692203330860221;0.434577508108231;0.668171678851124;-0.0383397148949525;0.0626636604535442;-0.0888955129655328;0.117063315708015;0.75270427967512;0.788849625707727;0.821524131349525;0.832810272477747;0.705787941378437;0.642124635229393;0.894988307335437;0.891200688521349;0.603299132524785;0.650774931152914;0.572967791282549;0.430510279088531;0.409327759207792;0.445315466061515
Posterior parietal association areas (L);0.655572552838578;0.610440478579404;0.651890121987092;0.713377439277333;1;0.304982911229788;0.365417274749384;0.556812993129156;0.0628211136205583;0.116919665826073;0.0298717530645332;0.107114094671049;0.564050849102828;0.651047158456968;0.546957405006637;0.539724308860706;0.428465596926738;0.338318217153124;0.690633814070596;0.659302869234217;0.417007161469732;0.427841633094854;0.381246566015787;0.221736423166404;0.261604487637403;0.410774062643962
Posterior parietal association areas (R);0.700978462846626;0.766122524224556;0.0918446645784006;0.692203330860221;0.304982911229788;1;0.445856438257944;0.521600324024538;-0.0111497798183442;0.0695274382603036;-0.0620659651227333;0.143638807370613;0.605065728260382;0.601535975472034;0.728570191936042;0.707805709916386;0.699730779440853;0.67538070946227;0.724082527295031;0.72255750705744;0.571880667369562;0.66529258486572;0.481064950792214;0.525245826274757;0.506847791176998;0.290237896447506
Auditory areas (L);0.501438223453803;0.492916942714591;0.240979655542766;0.434577508108231;0.365417274749384;0.445856438257944;1;0.651354504356714;0.523412304006095;0.359332848482431;0.502303711621442;0.486804702897271;0.481628491522033;0.396502776529826;0.485041102545586;0.47297878559144;0.43528060346256;0.363384900018187;0.507727945265206;0.492312465748352;0.771314110107362;0.543349152611603;0.394051310542014;0.338358243172057;0.373611697874746;0.245552430974147
Auditory areas (R);0.63855215486405;0.650092573172754;0.166499865000529;0.668171678851124;0.556812993129156;0.521600324024538;0.651354504356714;1;0.241412902986642;0.146554127783011;0.120922000087297;0.287565062294007;0.581026464628754;0.621655316998455;0.688442206582681;0.668466625070631;0.619564448704505;0.475449117564086;0.757296668993075;0.71427521331713;0.712582758466836;0.593941234889531;0.519109964330474;0.419851527990806;0.407858740663919;0.309041011797755
Temporal association areas (L);0.0361657533212425;-0.0110152408654768;0.0449366819478544;-0.0383397148949525;0.0628211136205583;-0.0111497798183442;0.523412304006095;0.241412902986642;1;0.32433177592063;0.582616215102328;0.402227147443774;0.0534681986744232;-0.0439396402127701;0.0338765352585103;-0.0346090630713818;0.0348884167960402;-0.0129955089639322;0.0376357945792411;-0.0176257329368743;0.370670382626908;0.0759595060077687;0.00942262684653305;0.0496522339389121;0.240399965007825;-0.0204364312363818
Temporal association areas (R);0.165553797667782;0.132287598396508;0.0423801746938322;0.0626636604535442;0.116919665826073;0.0695274382603036;0.359332848482431;0.146554127783011;0.32433177592063;1;0.322066624517264;0.248833953822518;0.0966507481682311;0.0445828948769204;0.0271968386849876;0.119784051415598;0.0212243775938172;0.0135504777067073;0.146260837675901;0.12753846926039;0.339038508222059;0.128210792175741;0.0127084015202296;0.0207007697246615;0.134954538309901;0.131814605009464
