Matrix;Retrosplenial area (L);Retrosplenial area (R);Visual areas (L);Visual areas (R);Posterior parietal association areas (L);Posterior parietal association areas (R);Auditory areas (L);Auditory areas (R);Temporal association areas (L);Temporal association areas (R);Entorhinal area (L);Entorhinal area (R);Olfactory areas (L);Olfactory areas (R);Dentate gyrus (L);Dentate gyrus (R);Subiculum (L);Subiculum (R);Dorsal hippocampus (L);Dorsal hippocampus (R);Ventral hippocampus (L);Ventral hippocampus (R);Substantia nigra, reticular part (L);Substantia nigra, reticular part (R);Substantia nigra, compact part (L);Substantia nigra, compact part (R)
Retrosplenial area (L);1;0.871570500534234;0.927595707537183;0.491561606414765;0.716708596833614;0.394844905244652;0.852865676307564;0.916428723088471;0.662733020866801;0.533614725410896;0.340392866623507;0.476079995783093;0.791501911593864;0.766175929622611;0.235029519170093;0.541483418063313;0.741003638243128;0.652870004990644;0.705556585105694;0.820929794396056;0.606140556868946;0.726140532538677;0.101840567046656;-0.0187260718413743;0.256469817044311;-0.346725745681651
Retrosplenial area (R);0.871570500534234;1;0.887019912357238;0.496556320630775;0.761425420830304;0.259555531335778;0.823668276937425;0.843683179558067;0.589634894350988;0.454448151845992;0.352892848737904;0.520094607675225;0.758041299922511;0.730438230065208;0.298579117455005;0.567017189039004;0.743601599233325;0.69386485633208;0.752877843615421;0.83617183580239;0.619874102479806;0.662650337472919;0.152254053006253;-0.0737316519090934;0.340003095060762;-0.252378100906107
Visual areas (L);0.927595707537183;0.887019912357238;1;0.461121135987902;0.755297819688074;0.358928692554327;0.80646828284385;0.904978575453516;0.655941394574654;0.511008832756088;0.316609408846328;0.477461451176838;0.766483959360274;0.729685960875137;0.19671617782287;0.48957074167362;0.692475370722721;0.599108643089848;0.67949293555307;0.78497293355972;0.634932487294007;0.686077867544787;0.0385071025498742;-0.158147012356621;0.241482796901708;-0.297469170664043
Visual areas (R);0.491561606414765;0.496556320630775;0.461121135987902;1;0.396017023494639;0.10149919715526;0.490744658469388;0.400065854944808;0.318386477753276;0.169983785495716;0.0602381751555101;0.259395482101554;0.40633016986896;0.357352019670205;0.242242948389135;0.302752653958908;0.479401075212376;0.425576429059732;0.46320106499227;0.459536599083159;0.372425241087096;0.434057928626458;0.160346061252344;0.099932168250721;0.23012847238672;0.0931744650478373
Posterior parietal association areas (L);0.716708596833614;0.761425420830304;0.755297819688074;0.396017023494639;1;0.17698371999245;0.678792551676138;0.684563813188591;0.460285868130839;0.456559419496758;0.233614273145571;0.487708115960219;0.570089635985246;0.574124639397617;0.320775848009508;0.48471323329264;0.633063549295533;0.526740449310019;0.628079099150293;0.698960179334527;0.556281539311384;0.587414435682819;0.0885615100367468;-0.0477264268795069;0.313209925545247;-0.0752190226611317
Posterior parietal association areas (R);0.394844905244652;0.259555531335778;0.358928692554327;0.10149919715526;0.17698371999245;1;0.32090984792482;0.330075794128385;0.27876522804377;0.224118400453292;0.124911621415093;-0.0434907170759491;0.296399452191102;0.309698635822388;-0.0604554423564521;0.0753095744494071;0.140806063633256;0.0577224010841915;0.0941575663580196;0.177725953095282;0.165888155625071;0.337787608510279;-0.0493920582274736;-0.199615078541696;-0.0219616146859215;-0.249838917054098
Auditory areas (L);0.852865676307564;0.823668276937425;0.80646828284385;0.490744658469388;0.678792551676138;0.32090984792482;1;0.797996544783089;0.584176832164808;0.46401435579953;0.347595324555711;0.538705921682051;0.744169543596981;0.734574122844201;0.351967092485705;0.558256607646367;0.718143394849734;0.65926375818019;0.714656493843716;0.790678744844744;0.506699992565169;0.644051172201746;0.185322823737785;0.0051308142876192;0.301377921576849;-0.267092238057058
Auditory areas (R);0.916428723088471;0.843683179558067;0.904978575453516;0.400065854944808;0.684563813188591;0.330075794128385;0.797996544783089;1;0.696723093930297;0.519881513715764;0.352919416762327;0.476702464555108;0.792824731854945;0.753405993974871;0.224963241123821;0.542953780789243;0.71782803004062;0.632743154351852;0.661148388705018;0.797908145333702;0.571046008542319;0.695239269119684;0.0875615547731483;-0.0369777310481025;0.269196230260624;-0.341865153732627
Temporal association areas (L);0.662733020866801;0.589634894350988;0.655941394574654;0.318386477753276;0.460285868130839;0.27876522804377;0.584176832164808;0.696723093930297;1;0.412916552116035;0.26927184021521;0.307387398190216;0.500982145022237;0.530001905793008;0.128917742015943;0.341852495215182;0.451662942849531;0.382197653772723;0.48689060376423;0.566617783882675;0.315420927631856;0.500596830534884;-0.0791118144120182;0.035274573793693;0.139161155561521;-0.227878729533028
Temporal association areas (R);0.533614725410896;0.454448151845992;0.511008832756088;0.169983785495716;0.456559419496758;0.224118400453292;0.46401435579953;0.519881513715764;0.412916552116035;1;0.312356209611752;0.337785364124021;0.518006156902943;0.526858687542455;0.376001482749804;0.409983249562141;0.475573168693019;0.458703510824476;0.473597807602411;0.529512694061474;0.458639607699189;0.572721765911884;0.129672905981913;0.0412420201904064;0.328978876064977;-0.114002676304921
